Dye,Rxn Time (min),Removal %,Full_Name,SMILES,Labute_ASA,LogP,HBD,HBA,Aromatic_Rings,Rotatable_Bonds,Fraction_Csp3
DR80,10,0.231915499,Direct Red 80,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=C4C=C(C=CC4=C3O)NC(=O)NC5=CC6=CC(=C(C(=C6C=C5)O)N=NC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],631.334,-9.842,4,29,8,16,0.0
DR80,15,0.321952044,Direct Red 80,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=C4C=C(C=CC4=C3O)NC(=O)NC5=CC6=CC(=C(C(=C6C=C5)O)N=NC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],631.334,-9.842,4,29,8,16,0.0
DR80,20,0.401402608,Direct Red 80,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=C4C=C(C=CC4=C3O)NC(=O)NC5=CC6=CC(=C(C(=C6C=C5)O)N=NC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],631.334,-9.842,4,29,8,16,0.0
DR80,25,0.474611763,Direct Red 80,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=C4C=C(C=CC4=C3O)NC(=O)NC5=CC6=CC(=C(C(=C6C=C5)O)N=NC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],631.334,-9.842,4,29,8,16,0.0
BF,0,0.0,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
BF,5,0.409810274,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
BF,10,0.664774057,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
BF,15,0.819425115,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
BF,20,0.916244392,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
BF,25,0.97985128,Basic Fuchsin,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,147.852,4.611,3,3,2,2,0.05
Congo,0,0.0,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
Congo,5,0.146260385,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
Congo,10,0.236394499,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
Congo,15,0.313580923,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
Congo,20,0.377740601,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
Congo,25,0.440317792,Congo Red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],319.623,1.471,2,12,6,7,0.0
FBMBSN,0,0.0,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
FBMBSN,5,0.156185619,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
FBMBSN,10,0.288231463,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
FBMBSN,15,0.390434943,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
FBMBSN,20,0.477782748,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
FBMBSN,25,0.55062351,Solvent Blue 38,C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C(=C([N-]5)N=C7C8=C(C(=CC=C8)S(=O)(=O)[O-])C(=N7)N=C2[N-]3)C=CC=C6S(=O)(=O)[O-])C9=CC=CC=C94.[Na+].[Na+].[Cu+2],342.76,-2.059,0,12,7,2,0.0
Fl,0,0.0,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
Fl,5,0.525021521,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
Fl,10,0.751921748,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
Fl,15,0.868798029,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
Fl,20,0.93010951,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
Fl,25,0.983809484,Fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,142.241,3.666,2,5,3,0,0.05
NBA,0,0.0,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
NBA,5,0.516712422,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
NBA,10,0.769878623,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
NBA,15,0.84382575,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
NBA,20,0.892955903,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
NBA,25,0.938927331,Nile Blue A,CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)N)OC2=C1)CC.[O-]S(=O)(=O)[O-],305.79,5.622,2,10,4,4,0.2
OG,0,0.0,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
OG,5,0.395380089,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
OG,10,0.589354721,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
OG,15,0.73264155,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
OG,20,0.833191276,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
OG,25,0.911265096,Orange G,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],210.495,-3.223,1,9,3,4,0.0
MG,0,0.0,Methyl green chloride,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-],199.664,-1.402,0,1,2,4,0.269
MG,10,0.317431917,Methyl green chloride,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-],199.664,-1.402,0,1,2,4,0.269
MG,15,0.545282972,Methyl green chloride,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-],199.664,-1.402,0,1,2,4,0.269
MG,20,0.687243428,Methyl green chloride,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-],199.664,-1.402,0,1,2,4,0.269
MG,25,0.777170145,Methyl green chloride,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-],199.664,-1.402,0,1,2,4,0.269
BCB,0,0.0,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
BCB,5,0.245935326,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
BCB,10,0.432011591,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
BCB,15,0.578783568,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
BCB,20,0.69425732,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
BCB,25,0.782470037,Brilliant Cresyl Blue ALD,CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl,293.485,8.026,2,6,2,4,0.294
CS-3B,0,0.0,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
CS-3B,5,0.213505003,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
CS-3B,10,0.363633351,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
CS-3B,15,0.501264366,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
CS-3B,20,0.613979476,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
CS-3B,25,0.696951403,Crocein Scarlet 3B,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],255.999,-0.808,1,11,4,6,0.0
